region,marriages,date
643 Российская Федерация,55509,2006-01-01
643 Российская Федерация,59495,2007-01-01
643 Российская Федерация,58668,2008-01-01
643 Российская Федерация,65507,2009-01-01
643 Российская Федерация,62980,2010-01-01
643 Российская Федерация,57949,2011-01-01
643 Российская Федерация,55008,2012-01-01
643 Российская Федерация,56123,2013-01-01
643 Российская Федерация,59291,2014-01-01
643 Российская Федерация,58050,2015-01-01
643 Российская Федерация,48523,2016-01-01
643 Российская Федерация,50940,2017-01-01
643 Российская Федерация,49005,2018-01-01
643 Российская Федерация,45259,2019-01-01
643 Российская Федерация,41233,2020-01-01
643 Российская Федерация,62449,2006-02-01
643 Российская Федерация,68255,2007-02-01
643 Российская Федерация,68195,2008-02-01
643 Российская Федерация,81024,2009-02-01
643 Российская Федерация,64855,2010-02-01
643 Российская Федерация,68897,2011-02-01
643 Российская Федерация,69384,2012-02-01
643 Российская Федерация,66604,2013-02-01
643 Российская Федерация,77817,2014-02-01
643 Российская Федерация,67918,2015-02-01
643 Российская Федерация,55748,2016-02-01
643 Российская Федерация,63581,2017-02-01
643 Российская Федерация,52972,2018-02-01
643 Российская Федерация,49792,2019-02-01
643 Российская Федерация,65799,2020-02-01
643 Российская Федерация,70798,2006-03-01
643 Российская Федерация,68173,2007-03-01
643 Российская Федерация,85275,2008-03-01
643 Российская Федерация,65250,2009-03-01
643 Российская Федерация,58124,2010-03-01
643 Российская Федерация,73713,2011-03-01
643 Российская Федерация,62912,2012-03-01
643 Российская Федерация,95343,2013-03-01
643 Российская Федерация,70717,2014-03-01
643 Российская Федерация,57537,2015-03-01
643 Российская Федерация,64867,2016-03-01
643 Российская Федерация,59183,2017-03-01
643 Российская Федерация,56637,2018-03-01
643 Российская Федерация,65253,2019-03-01
643 Российская Федерация,49667,2020-03-01
643 Российская Федерация,86055,2006-04-01
643 Российская Федерация,106800,2007-04-01
643 Российская Федерация,70528,2008-04-01
643 Российская Федерация,98242,2009-04-01
643 Российская Федерация,121953,2010-04-01
643 Российская Федерация,93631,2011-04-01
643 Российская Федерация,97401,2012-04-01
643 Российская Федерация,67605,2013-04-01
643 Российская Федерация,93571,2014-04-01
643 Российская Федерация,97256,2015-04-01
643 Российская Федерация,58968,2016-04-01
643 Российская Федерация,84361,2017-04-01
643 Российская Федерация,79258,2018-04-01
643 Российская Федерация,56818,2019-04-01
643 Российская Федерация,33787,2020-04-01
643 Российская Федерация,35960,2006-05-01
643 Российская Федерация,39331,2007-05-01
643 Российская Федерация,52634,2008-05-01
643 Российская Федерация,45622,2009-05-01
643 Российская Федерация,41339,2010-05-01
643 Российская Федерация,46364,2011-05-01
643 Российская Федерация,45128,2012-05-01
643 Российская Федерация,49712,2013-05-01
643 Российская Федерация,53922,2014-05-01
643 Российская Федерация,47687,2015-05-01
643 Российская Федерация,47334,2016-05-01
643 Российская Федерация,40851,2017-05-01
643 Российская Федерация,39756,2018-05-01
643 Российская Федерация,43531,2019-05-01
643 Российская Федерация,15074,2020-05-01
643 Российская Федерация,111409,2006-06-01
643 Российская Федерация,119012,2007-06-01
643 Российская Федерация,119283,2008-06-01
643 Российская Федерация,118230,2009-06-01
643 Российская Федерация,113994,2010-06-01
643 Российская Федерация,132709,2011-06-01
643 Российская Федерация,137667,2012-06-01
643 Российская Федерация,146512,2013-06-01
643 Российская Федерация,128954,2014-06-01
643 Российская Федерация,114524,2015-06-01
643 Российская Федерация,114936,2016-06-01
643 Российская Федерация,111901,2017-06-01
643 Российская Федерация,103451,2018-06-01
643 Российская Федерация,104709,2019-06-01
643 Российская Федерация,68408,2020-06-01
643 Российская Федерация,127475,2006-07-01
643 Российская Федерация,147253,2007-07-01
643 Российская Федерация,125496,2008-07-01
643 Российская Федерация,138227,2009-07-01
643 Российская Федерация,164233,2010-07-01
643 Российская Федерация,162556,2011-07-01
643 Российская Федерация,144355,2012-07-01
643 Российская Федерация,141354,2013-07-01
643 Российская Федерация,139684,2014-07-01
643 Российская Федерация,142572,2015-07-01
643 Российская Федерация,138733,2016-07-01
643 Российская Федерация,150368,2017-07-01
643 Российская Федерация,114416,2018-07-01
643 Российская Федерация,112845,2019-07-01
643 Российская Федерация,94393,2020-07-01
643 Российская Федерация,149120,2006-08-01
643 Российская Федерация,163630,2007-08-01
643 Российская Федерация,192591,2008-08-01
643 Российская Федерация,164684,2009-08-01
643 Российская Федерация,153402,2010-08-01
643 Российская Федерация,157766,2011-08-01
643 Российская Федерация,168085,2012-08-01
643 Российская Федерация,181745,2013-08-01
643 Российская Федерация,176269,2014-08-01
643 Российская Федерация,160667,2015-08-01
643 Российская Федерация,131756,2016-08-01
643 Российская Федерация,138775,2017-08-01
643 Российская Федерация,149966,2018-08-01
643 Российская Федерация,133217,2019-08-01
643 Российская Федерация,116921,2020-08-01
643 Российская Федерация,151116,2006-09-01
643 Российская Федерация,152696,2007-09-01
643 Российская Федерация,129196,2008-09-01
643 Российская Федерация,141188,2009-09-01
643 Российская Федерация,143937,2010-09-01
643 Российская Федерация,168510,2011-09-01
643 Российская Федерация,152328,2012-09-01
643 Российская Федерация,144512,2013-09-01
643 Российская Федерация,134342,2014-09-01
643 Российская Федерация,131936,2015-09-01
643 Российская Федерация,115462,2016-09-01
643 Российская Федерация,125720,2017-09-01
643 Российская Федерация,113178,2018-09-01
643 Российская Федерация,107033,2019-09-01
643 Российская Федерация,95794,2020-09-01
643 Российская Федерация,95192,2006-10-01
643 Российская Федерация,108414,2007-10-01
643 Российская Федерация,107600,2008-10-01
643 Российская Федерация,113820,2009-10-01
643 Российская Федерация,122144,2010-10-01
643 Российская Федерация,121711,2011-10-01
643 Российская Федерация,100937,2012-10-01
643 Российская Федерация,102743,2013-10-01
643 Российская Федерация,106211,2014-10-01
643 Российская Федерация,104838,2015-10-01
643 Российская Федерация,82752,2016-10-01
643 Российская Федерация,80249,2017-10-01
643 Российская Федерация,44413,2018-10-01
643 Российская Федерация,82727,2019-10-01
643 Российская Федерация,81188,2020-10-01
643 Российская Федерация,86480,2006-11-01
643 Российская Федерация,112961,2007-11-01
643 Российская Федерация,92839,2008-11-01
643 Российская Федерация,85295,2009-11-01
643 Российская Федерация,86570,2010-11-01
643 Российская Федерация,118181,2011-11-01
643 Российская Федерация,88892,2012-11-01
643 Российская Федерация,92859,2013-11-01
643 Российская Федерация,83880,2014-11-01
643 Российская Федерация,82151,2015-11-01
643 Российская Федерация,64092,2016-11-01
643 Российская Федерация,70951,2017-11-01
643 Российская Федерация,43870,2018-11-01
643 Российская Федерация,75722,2019-11-01
643 Российская Федерация,54375,2020-11-01
643 Российская Федерация,82101,2006-12-01
643 Российская Федерация,116561,2007-12-01
643 Российская Федерация,76409,2008-12-01
643 Российская Федерация,82351,2009-12-01
643 Российская Федерация,81559,2010-12-01
643 Российская Федерация,114122,2011-12-01
643 Российская Федерация,91519,2012-12-01
643 Российская Федерация,80145,2013-12-01
643 Российская Федерация,80742,2014-12-01
643 Российская Федерация,95908,2015-12-01
643 Российская Федерация,62663,2016-12-01
643 Российская Федерация,72845,2017-12-01
643 Российская Федерация,47252,2018-12-01
643 Российская Федерация,73199,2019-12-01
643 Российская Федерация,54121,2020-12-01
030 Центральный федеральный округ,14845,2006-01-01
030 Центральный федеральный округ,15433,2007-01-01
030 Центральный федеральный округ,14601,2008-01-01
030 Центральный федеральный округ,17591,2009-01-01
030 Центральный федеральный округ,17083,2010-01-01
030 Центральный федеральный округ,15401,2011-01-01
030 Центральный федеральный округ,14061,2012-01-01
030 Центральный федеральный округ,14213,2013-01-01
030 Центральный федеральный округ,15406,2014-01-01
030 Центральный федеральный округ,15717,2015-01-01
030 Центральный федеральный округ,13118,2016-01-01
030 Центральный федеральный округ,13495,2017-01-01
030 Центральный федеральный округ,13189,2018-01-01
030 Центральный федеральный округ,11973,2019-01-01
030 Центральный федеральный округ,10558,2020-01-01
030 Центральный федеральный округ,16414,2006-02-01
030 Центральный федеральный округ,17430,2007-02-01
030 Центральный федеральный округ,16440,2008-02-01
030 Центральный федеральный округ,21924,2009-02-01
030 Центральный федеральный округ,15943,2010-02-01
030 Центральный федеральный округ,17816,2011-02-01
030 Центральный федеральный округ,18281,2012-02-01
030 Центральный федеральный округ,16548,2013-02-01
030 Центральный федеральный округ,20903,2014-02-01
030 Центральный федеральный округ,18472,2015-02-01
030 Центральный федеральный округ,14981,2016-02-01
030 Центральный федеральный округ,17385,2017-02-01
030 Центральный федеральный округ,14085,2018-02-01
030 Центральный федеральный округ,13529,2019-02-01
030 Центральный федеральный округ,18234,2020-02-01
030 Центральный федеральный округ,15753,2006-03-01
030 Центральный федеральный округ,13878,2007-03-01
030 Центральный федеральный округ,20827,2008-03-01
030 Центральный федеральный округ,13742,2009-03-01
030 Центральный федеральный округ,10648,2010-03-01
030 Центральный федеральный округ,16341,2011-03-01
030 Центральный федеральный округ,12312,2012-03-01
030 Центральный федеральный округ,24059,2013-03-01
030 Центральный федеральный округ,17303,2014-03-01
030 Центральный федеральный округ,13067,2015-03-01
030 Центральный федеральный округ,16392,2016-03-01
030 Центральный федеральный округ,12728,2017-03-01
030 Центральный федеральный округ,12515,2018-03-01
030 Центральный федеральный округ,16970,2019-03-01
030 Центральный федеральный округ,11708,2020-03-01
030 Центральный федеральный округ,21803,2006-04-01
030 Центральный федеральный округ,29703,2007-04-01
030 Центральный федеральный округ,14798,2008-04-01
030 Центральный федеральный округ,26626,2009-04-01
030 Центральный федеральный округ,34323,2010-04-01
030 Центральный федеральный округ,23867,2011-04-01
030 Центральный федеральный округ,25840,2012-04-01
030 Центральный федеральный округ,13359,2013-04-01
030 Центральный федеральный округ,24744,2014-04-01
030 Центральный федеральный округ,27693,2015-04-01
030 Центральный федеральный округ,12792,2016-04-01
030 Центральный федеральный округ,23696,2017-04-01
030 Центральный федеральный округ,22744,2018-04-01
030 Центральный федеральный округ,13336,2019-04-01
030 Центральный федеральный округ,9127,2020-04-01
030 Центральный федеральный округ,9384,2006-05-01
030 Центральный федеральный округ,10529,2007-05-01
030 Центральный федеральный округ,15293,2008-05-01
030 Центральный федеральный округ,12863,2009-05-01
030 Центральный федеральный округ,10953,2010-05-01
030 Центральный федеральный округ,12990,2011-05-01
030 Центральный федеральный округ,11742,2012-05-01
030 Центральный федеральный округ,14145,2013-05-01
030 Центральный федеральный округ,15630,2014-05-01
030 Центральный федеральный округ,13730,2015-05-01
030 Центральный федеральный округ,14128,2016-05-01
030 Центральный федеральный округ,11088,2017-05-01
030 Центральный федеральный округ,10688,2018-05-01
030 Центральный федеральный округ,13144,2019-05-01
030 Центральный федеральный округ,3812,2020-05-01
030 Центральный федеральный округ,29571,2006-06-01
030 Центральный федеральный округ,31572,2007-06-01
030 Центральный федеральный округ,32396,2008-06-01
030 Центральный федеральный округ,31881,2009-06-01
030 Центральный федеральный округ,28590,2010-06-01
030 Центральный федеральный округ,35564,2011-06-01
030 Центральный федеральный округ,35952,2012-06-01
030 Центральный федеральный округ,40809,2013-06-01
030 Центральный федеральный округ,35078,2014-06-01
030 Центральный федеральный округ,30838,2015-06-01
030 Центральный федеральный округ,32717,2016-06-01
030 Центральный федеральный округ,31868,2017-06-01
030 Центральный федеральный округ,28580,2018-06-01
030 Центральный федеральный округ,30258,2019-06-01
030 Центральный федеральный округ,17992,2020-06-01
030 Центральный федеральный округ,35691,2006-07-01
030 Центральный федеральный округ,41328,2007-07-01
030 Центральный федеральный округ,33882,2008-07-01
030 Центральный федеральный округ,37662,2009-07-01
030 Центральный федеральный округ,45494,2010-07-01
030 Центральный федеральный округ,43382,2011-07-01
030 Центральный федеральный округ,38734,2012-07-01
030 Центральный федеральный округ,39138,2013-07-01
030 Центральный федеральный округ,39875,2014-07-01
030 Центральный федеральный округ,40347,2015-07-01
030 Центральный федеральный округ,39471,2016-07-01
030 Центральный федеральный округ,42925,2017-07-01
030 Центральный федеральный округ,32746,2018-07-01
030 Центральный федеральный округ,31762,2019-07-01
030 Центральный федеральный округ,24656,2020-07-01
030 Центральный федеральный округ,39263,2006-08-01
030 Центральный федеральный округ,42609,2007-08-01
030 Центральный федеральный округ,50269,2008-08-01
030 Центральный федеральный округ,45051,2009-08-01
030 Центральный федеральный округ,40312,2010-08-01
030 Центральный федеральный округ,41717,2011-08-01
030 Центральный федеральный округ,44401,2012-08-01
030 Центральный федеральный округ,49167,2013-08-01
030 Центральный федеральный округ,48272,2014-08-01
030 Центральный федеральный округ,44041,2015-08-01
030 Центральный федеральный округ,35710,2016-08-01
030 Центральный федеральный округ,38382,2017-08-01
030 Центральный федеральный округ,41523,2018-08-01
030 Центральный федеральный округ,38129,2019-08-01
030 Центральный федеральный округ,33330,2020-08-01
030 Центральный федеральный округ,40480,2006-09-01
030 Центральный федеральный округ,41779,2007-09-01
030 Центральный федеральный округ,34894,2008-09-01
030 Центральный федеральный округ,38480,2009-09-01
030 Центральный федеральный округ,37866,2010-09-01
030 Центральный федеральный округ,44597,2011-09-01
030 Центральный федеральный округ,40343,2012-09-01
030 Центральный федеральный округ,37963,2013-09-01
030 Центральный федеральный округ,36006,2014-09-01
030 Центральный федеральный округ,36329,2015-09-01
030 Центральный федеральный округ,31401,2016-09-01
030 Центральный федеральный округ,34822,2017-09-01
030 Центральный федеральный округ,31354,2018-09-01
030 Центральный федеральный округ,29934,2019-09-01
030 Центральный федеральный округ,26823,2020-09-01
030 Центральный федеральный округ,24137,2006-10-01
030 Центральный федеральный округ,27545,2007-10-01
030 Центральный федеральный округ,26311,2008-10-01
030 Центральный федеральный округ,28249,2009-10-01
030 Центральный федеральный округ,30139,2010-10-01
030 Центральный федеральный округ,30585,2011-10-01
030 Центральный федеральный округ,24202,2012-10-01
030 Центральный федеральный округ,25460,2013-10-01
030 Центральный федеральный округ,27970,2014-10-01
030 Центральный федеральный округ,27551,2015-10-01
030 Центральный федеральный округ,21207,2016-10-01
030 Центральный федеральный округ,20976,2017-10-01
030 Центральный федеральный округ,10681,2018-10-01
030 Центральный федеральный округ,21784,2019-10-01
030 Центральный федеральный округ,21810,2020-10-01
030 Центральный федеральный округ,21207,2006-11-01
030 Центральный федеральный округ,28827,2007-11-01
030 Центральный федеральный округ,23424,2008-11-01
030 Центральный федеральный округ,21554,2009-11-01
030 Центральный федеральный округ,21280,2010-11-01
030 Центральный федеральный округ,29506,2011-11-01
030 Центральный федеральный округ,21602,2012-11-01
030 Центральный федеральный округ,23779,2013-11-01
030 Центральный федеральный округ,22210,2014-11-01
030 Центральный федеральный округ,21747,2015-11-01
030 Центральный федеральный округ,16157,2016-11-01
030 Центральный федеральный округ,18567,2017-11-01
030 Центральный федеральный округ,10746,2018-11-01
030 Центральный федеральный округ,19811,2019-11-01
030 Центральный федеральный округ,14451,2020-11-01
030 Центральный федеральный округ,19009,2006-12-01
030 Центральный федеральный округ,27525,2007-12-01
030 Центральный федеральный округ,17748,2008-12-01
030 Центральный федеральный округ,18466,2009-12-01
030 Центральный федеральный округ,18376,2010-12-01
030 Центральный федеральный округ,26698,2011-12-01
030 Центральный федеральный округ,21409,2012-12-01
030 Центральный федеральный округ,19355,2013-12-01
030 Центральный федеральный округ,19425,2014-12-01
030 Центральный федеральный округ,23625,2015-12-01
030 Центральный федеральный округ,15466,2016-12-01
030 Центральный федеральный округ,18252,2017-12-01
030 Центральный федеральный округ,11126,2018-12-01
030 Центральный федеральный округ,18966,2019-12-01
030 Центральный федеральный округ,13373,2020-12-01
14000000000 Белгородская область,686,2006-01-01
14000000000 Белгородская область,739,2007-01-01
14000000000 Белгородская область,572,2008-01-01
14000000000 Белгородская область,723,2009-01-01
14000000000 Белгородская область,730,2010-01-01
14000000000 Белгородская область,655,2011-01-01
14000000000 Белгородская область,528,2012-01-01
14000000000 Белгородская область,686,2013-01-01
14000000000 Белгородская область,662,2014-01-01
14000000000 Белгородская область,641,2015-01-01
14000000000 Белгородская область,438,2016-01-01
14000000000 Белгородская область,564,2017-01-01
14000000000 Белгородская область,488,2018-01-01
14000000000 Белгородская область,416,2019-01-01
14000000000 Белгородская область,320,2020-01-01
14000000000 Белгородская область,751,2006-02-01
14000000000 Белгородская область,801,2007-02-01
14000000000 Белгородская область,678,2008-02-01
14000000000 Белгородская область,961,2009-02-01
14000000000 Белгородская область,599,2010-02-01
14000000000 Белгородская область,740,2011-02-01
14000000000 Белгородская область,740,2012-02-01
14000000000 Белгородская область,702,2013-02-01
14000000000 Белгородская область,872,2014-02-01
14000000000 Белгородская область,724,2015-02-01
14000000000 Белгородская область,535,2016-02-01
14000000000 Белгородская область,705,2017-02-01
14000000000 Белгородская область,551,2018-02-01
14000000000 Белгородская область,457,2019-02-01
14000000000 Белгородская область,598,2020-02-01
14000000000 Белгородская область,639,2006-03-01
14000000000 Белгородская область,435,2007-03-01
14000000000 Белгородская область,865,2008-03-01
14000000000 Белгородская область,468,2009-03-01
14000000000 Белгородская область,343,2010-03-01
14000000000 Белгородская область,647,2011-03-01
14000000000 Белгородская область,383,2012-03-01
14000000000 Белгородская область,1004,2013-03-01
14000000000 Белгородская область,594,2014-03-01
14000000000 Белгородская область,385,2015-03-01
14000000000 Белгородская область,556,2016-03-01
14000000000 Белгородская область,399,2017-03-01
14000000000 Белгородская область,376,2018-03-01
14000000000 Белгородская область,557,2019-03-01
14000000000 Белгородская область,310,2020-03-01
14000000000 Белгородская область,809,2006-04-01
14000000000 Белгородская область,1328,2007-04-01
14000000000 Белгородская область,460,2008-04-01
14000000000 Белгородская область,1092,2009-04-01
14000000000 Белгородская область,1415,2010-04-01
14000000000 Белгородская область,954,2011-04-01
14000000000 Белгородская область,1059,2012-04-01
14000000000 Белгородская область,420,2013-04-01
14000000000 Белгородская область,1048,2014-04-01
14000000000 Белгородская область,1138,2015-04-01
14000000000 Белгородская область,338,2016-04-01
14000000000 Белгородская область,991,2017-04-01
14000000000 Белгородская область,889,2018-04-01
14000000000 Белгородская область,405,2019-04-01
14000000000 Белгородская область,388,2020-04-01
14000000000 Белгородская область,427,2006-05-01
14000000000 Белгородская область,363,2007-05-01
14000000000 Белгородская область,639,2008-05-01
14000000000 Белгородская область,501,2009-05-01
14000000000 Белгородская область,496,2010-05-01
14000000000 Белгородская область,510,2011-05-01
14000000000 Белгородская область,421,2012-05-01
14000000000 Белгородская область,587,2013-05-01
14000000000 Белгородская область,605,2014-05-01
14000000000 Белгородская область,480,2015-05-01
14000000000 Белгородская область,610,2016-05-01
14000000000 Белгородская область,346,2017-05-01
14000000000 Белгородская область,366,2018-05-01
14000000000 Белгородская область,428,2019-05-01
14000000000 Белгородская область,204,2020-05-01
14000000000 Белгородская область,1240,2006-06-01
14000000000 Белгородская область,1265,2007-06-01
14000000000 Белгородская область,1327,2008-06-01
14000000000 Белгородская область,1237,2009-06-01
14000000000 Белгородская область,1060,2010-06-01
14000000000 Белгородская область,1545,2011-06-01
14000000000 Белгородская область,1433,2012-06-01
14000000000 Белгородская область,1809,2013-06-01
14000000000 Белгородская область,1508,2014-06-01
14000000000 Белгородская область,1191,2015-06-01
14000000000 Белгородская область,1273,2016-06-01
14000000000 Белгородская область,1316,2017-06-01
14000000000 Белгородская область,1117,2018-06-01
14000000000 Белгородская область,1319,2019-06-01
14000000000 Белгородская область,808,2020-06-01
14000000000 Белгородская область,1581,2006-07-01
14000000000 Белгородская область,1843,2007-07-01
14000000000 Белгородская область,1409,2008-07-01
14000000000 Белгородская область,1450,2009-07-01
14000000000 Белгородская область,1948,2010-07-01
14000000000 Белгородская область,1787,2011-07-01
14000000000 Белгородская область,1569,2012-07-01
14000000000 Белгородская область,1597,2013-07-01
14000000000 Белгородская область,1577,2014-07-01
14000000000 Белгородская область,1530,2015-07-01
14000000000 Белгородская область,1383,2016-07-01
14000000000 Белгородская область,1820,2017-07-01
14000000000 Белгородская область,1357,2018-07-01
14000000000 Белгородская область,1279,2019-07-01
14000000000 Белгородская область,973,2020-07-01
14000000000 Белгородская область,1787,2006-08-01
14000000000 Белгородская область,1926,2007-08-01
14000000000 Белгородская область,2191,2008-08-01
14000000000 Белгородская область,2072,2009-08-01
14000000000 Белгородская область,1800,2010-08-01
14000000000 Белгородская область,1834,2011-08-01
14000000000 Белгородская область,1835,2012-08-01
14000000000 Белгородская область,2131,2013-08-01
14000000000 Белгородская область,2076,2014-08-01
14000000000 Белгородская область,1900,2015-08-01
14000000000 Белгородская область,1395,2016-08-01
14000000000 Белгородская область,1566,2017-08-01
14000000000 Белгородская область,1898,2018-08-01
14000000000 Белгородская область,1638,2019-08-01
14000000000 Белгородская область,1336,2020-08-01
14000000000 Белгородская область,1787,2006-09-01
14000000000 Белгородская область,1980,2007-09-01
14000000000 Белгородская область,1483,2008-09-01
14000000000 Белгородская область,1660,2009-09-01
14000000000 Белгородская область,1665,2010-09-01
14000000000 Белгородская область,2057,2011-09-01
14000000000 Белгородская область,1771,2012-09-01
14000000000 Белгородская область,1812,2013-09-01
14000000000 Белгородская область,1550,2014-09-01
14000000000 Белгородская область,1661,2015-09-01
14000000000 Белгородская область,1194,2016-09-01
14000000000 Белгородская область,1510,2017-09-01
14000000000 Белгородская область,1446,2018-09-01
14000000000 Белгородская область,1273,2019-09-01
14000000000 Белгородская область,968,2020-09-01
14000000000 Белгородская область,1140,2006-10-01
14000000000 Белгородская область,1329,2007-10-01
14000000000 Белгородская область,1137,2008-10-01
14000000000 Белгородская область,1216,2009-10-01
14000000000 Белгородская область,1371,2010-10-01
14000000000 Белгородская область,1494,2011-10-01
14000000000 Белгородская область,1035,2012-10-01
14000000000 Белгородская область,1067,2013-10-01
14000000000 Белгородская область,1137,2014-10-01
14000000000 Белгородская область,1214,2015-10-01
14000000000 Белгородская область,806,2016-10-01
14000000000 Белгородская область,816,2017-10-01
14000000000 Белгородская область,763,2018-10-01
14000000000 Белгородская область,866,2019-10-01
14000000000 Белгородская область,715,2020-10-01
14000000000 Белгородская область,957,2006-11-01
14000000000 Белгородская область,1531,2007-11-01
14000000000 Белгородская область,966,2008-11-01
14000000000 Белгородская область,905,2009-11-01
14000000000 Белгородская область,899,2010-11-01
14000000000 Белгородская область,1469,2011-11-01
14000000000 Белгородская область,900,2012-11-01
14000000000 Белгородская область,989,2013-11-01
14000000000 Белгородская область,911,2014-11-01
14000000000 Белгородская область,988,2015-11-01
14000000000 Белгородская область,551,2016-11-01
14000000000 Белгородская область,679,2017-11-01
14000000000 Белгородская область,657,2018-11-01
14000000000 Белгородская область,829,2019-11-01
14000000000 Белгородская область,447,2020-11-01
14000000000 Белгородская область,615,2006-12-01
14000000000 Белгородская область,1359,2007-12-01
14000000000 Белгородская область,648,2008-12-01
14000000000 Белгородская область,632,2009-12-01
14000000000 Белгородская область,651,2010-12-01
14000000000 Белгородская область,1272,2011-12-01
14000000000 Белгородская область,726,2012-12-01
14000000000 Белгородская область,672,2013-12-01
14000000000 Белгородская область,667,2014-12-01
14000000000 Белгородская область,1007,2015-12-01
14000000000 Белгородская область,443,2016-12-01
14000000000 Белгородская область,575,2017-12-01
14000000000 Белгородская область,524,2018-12-01
14000000000 Белгородская область,871,2019-12-01
14000000000 Белгородская область,409,2020-12-01
15000000000 Брянская область,471,2006-01-01
15000000000 Брянская область,480,2007-01-01
15000000000 Брянская область,375,2008-01-01
15000000000 Брянская область,517,2009-01-01
15000000000 Брянская область,522,2010-01-01
15000000000 Брянская область,449,2011-01-01
15000000000 Брянская область,399,2012-01-01
15000000000 Брянская область,456,2013-01-01
15000000000 Брянская область,449,2014-01-01
15000000000 Брянская область,482,2015-01-01
15000000000 Брянская область,353,2016-01-01
15000000000 Брянская область,376,2017-01-01
15000000000 Брянская область,364,2018-01-01
15000000000 Брянская область,332,2019-01-01
15000000000 Брянская область,260,2020-01-01
15000000000 Брянская область,625,2006-02-01
15000000000 Брянская область,672,2007-02-01
15000000000 Брянская область,567,2008-02-01
15000000000 Брянская область,836,2009-02-01
15000000000 Брянская область,572,2010-02-01
15000000000 Брянская область,715,2011-02-01
15000000000 Брянская область,626,2012-02-01
15000000000 Брянская область,591,2013-02-01
15000000000 Брянская область,691,2014-02-01
15000000000 Брянская область,601,2015-02-01
15000000000 Брянская область,437,2016-02-01
15000000000 Брянская область,546,2017-02-01
15000000000 Брянская область,423,2018-02-01
15000000000 Брянская область,439,2019-02-01
15000000000 Брянская область,513,2020-02-01
15000000000 Брянская область,554,2006-03-01
15000000000 Брянская область,334,2007-03-01
15000000000 Брянская область,755,2008-03-01
15000000000 Брянская область,375,2009-03-01
15000000000 Брянская область,286,2010-03-01
15000000000 Брянская область,539,2011-03-01
15000000000 Брянская область,323,2012-03-01
15000000000 Брянская область,758,2013-03-01
15000000000 Брянская область,436,2014-03-01
15000000000 Брянская область,282,2015-03-01
15000000000 Брянская область,446,2016-03-01
15000000000 Брянская область,298,2017-03-01
15000000000 Брянская область,297,2018-03-01
15000000000 Брянская область,481,2019-03-01
15000000000 Брянская область,268,2020-03-01
15000000000 Брянская область,665,2006-04-01
15000000000 Брянская область,1031,2007-04-01
15000000000 Брянская область,377,2008-04-01
15000000000 Брянская область,836,2009-04-01
15000000000 Брянская область,1115,2010-04-01
15000000000 Брянская область,664,2011-04-01
15000000000 Брянская область,840,2012-04-01
15000000000 Брянская область,303,2013-04-01
15000000000 Брянская область,727,2014-04-01
15000000000 Брянская область,803,2015-04-01
15000000000 Брянская область,225,2016-04-01
15000000000 Брянская область,646,2017-04-01
15000000000 Брянская область,651,2018-04-01
15000000000 Брянская область,271,2019-04-01
15000000000 Брянская область,227,2020-04-01
15000000000 Брянская область,239,2006-05-01
15000000000 Брянская область,274,2007-05-01
15000000000 Брянская область,401,2008-05-01
15000000000 Брянская область,340,2009-05-01
15000000000 Брянская область,300,2010-05-01
15000000000 Брянская область,318,2011-05-01
15000000000 Брянская область,292,2012-05-01
15000000000 Брянская область,384,2013-05-01
15000000000 Брянская область,385,2014-05-01
15000000000 Брянская область,306,2015-05-01
15000000000 Брянская область,355,2016-05-01
15000000000 Брянская область,270,2017-05-01
15000000000 Брянская область,243,2018-05-01
15000000000 Брянская область,341,2019-05-01
15000000000 Брянская область,79,2020-05-01
15000000000 Брянская область,1062,2006-06-01
15000000000 Брянская область,1168,2007-06-01
15000000000 Брянская область,1192,2008-06-01
15000000000 Брянская область,1104,2009-06-01
15000000000 Брянская область,921,2010-06-01
15000000000 Брянская область,1127,2011-06-01
15000000000 Брянская область,1052,2012-06-01
15000000000 Брянская область,1289,2013-06-01
15000000000 Брянская область,1224,2014-06-01
15000000000 Брянская область,997,2015-06-01
15000000000 Брянская область,956,2016-06-01
15000000000 Брянская область,944,2017-06-01
15000000000 Брянская область,849,2018-06-01
15000000000 Брянская область,888,2019-06-01
15000000000 Брянская область,500,2020-06-01
15000000000 Брянская область,1349,2006-07-01
15000000000 Брянская область,1647,2007-07-01
15000000000 Брянская область,1241,2008-07-01
15000000000 Брянская область,1300,2009-07-01
15000000000 Брянская область,1642,2010-07-01
15000000000 Брянская область,1596,2011-07-01
15000000000 Брянская область,1458,2012-07-01
15000000000 Брянская область,1318,2013-07-01
15000000000 Брянская область,1387,2014-07-01
15000000000 Брянская область,1243,2015-07-01
15000000000 Брянская область,1216,2016-07-01
15000000000 Брянская область,1399,2017-07-01
15000000000 Брянская область,995,2018-07-01
15000000000 Брянская область,1020,2019-07-01
15000000000 Брянская область,738,2020-07-01
15000000000 Брянская область,1596,2006-08-01
15000000000 Брянская область,1821,2007-08-01
15000000000 Брянская область,1957,2008-08-01
15000000000 Брянская область,1741,2009-08-01
15000000000 Брянская область,1416,2010-08-01
15000000000 Брянская область,1590,2011-08-01
15000000000 Брянская область,1530,2012-08-01
15000000000 Брянская область,1707,2013-08-01
15000000000 Брянская область,1711,2014-08-01
15000000000 Брянская область,1552,2015-08-01
15000000000 Брянская область,1191,2016-08-01
15000000000 Брянская область,1230,2017-08-01
