region,marriages,date
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),,2011-09-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),,2012-09-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),,2013-09-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),1421,2014-09-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),1266,2015-09-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),1129,2016-09-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),1270,2017-09-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),1216,2018-09-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),1146,2019-09-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),1097,2020-09-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),,2006-10-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),,2007-10-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),,2008-10-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),,2009-10-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),,2010-10-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),,2011-10-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),,2012-10-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),,2013-10-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),1173,2014-10-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),994,2015-10-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),832,2016-10-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),834,2017-10-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),454,2018-10-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),835,2019-10-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),801,2020-10-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),,2006-11-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),,2007-11-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),,2008-11-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),,2009-11-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),,2010-11-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),,2011-11-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),,2012-11-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),,2013-11-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),899,2014-11-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),840,2015-11-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),700,2016-11-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),808,2017-11-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),321,2018-11-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),743,2019-11-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),591,2020-11-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),,2006-12-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),,2007-12-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),,2008-12-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),,2009-12-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),,2010-12-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),,2011-12-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),,2012-12-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),,2013-12-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),953,2014-12-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),1143,2015-12-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),657,2016-12-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),913,2017-12-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),428,2018-12-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),874,2019-12-01
71001000000 Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),626,2020-12-01
75000000000 Челябинская область,1333,2006-01-01
75000000000 Челябинская область,1413,2007-01-01
75000000000 Челябинская область,1294,2008-01-01
75000000000 Челябинская область,1481,2009-01-01
75000000000 Челябинская область,1543,2010-01-01
75000000000 Челябинская область,1368,2011-01-01
75000000000 Челябинская область,1242,2012-01-01
75000000000 Челябинская область,1183,2013-01-01
75000000000 Челябинская область,1472,2014-01-01
75000000000 Челябинская область,1393,2015-01-01
75000000000 Челябинская область,1135,2016-01-01
75000000000 Челябинская область,1214,2017-01-01
75000000000 Челябинская область,1084,2018-01-01
75000000000 Челябинская область,1098,2019-01-01
75000000000 Челябинская область,888,2020-01-01
75000000000 Челябинская область,1531,2006-02-01
75000000000 Челябинская область,1605,2007-02-01
75000000000 Челябинская область,1528,2008-02-01
75000000000 Челябинская область,1935,2009-02-01
75000000000 Челябинская область,1585,2010-02-01
75000000000 Челябинская область,1646,2011-02-01
75000000000 Челябинская область,1599,2012-02-01
75000000000 Челябинская область,1553,2013-02-01
75000000000 Челябинская область,1942,2014-02-01
75000000000 Челябинская область,1624,2015-02-01
75000000000 Челябинская область,1320,2016-02-01
75000000000 Челябинская область,1514,2017-02-01
75000000000 Челябинская область,1217,2018-02-01
75000000000 Челябинская область,1202,2019-02-01
75000000000 Челябинская область,1640,2020-02-01
75000000000 Челябинская область,1846,2006-03-01
75000000000 Челябинская область,1927,2007-03-01
75000000000 Челябинская область,2213,2008-03-01
75000000000 Челябинская область,1671,2009-03-01
75000000000 Челябинская область,1487,2010-03-01
75000000000 Челябинская область,1937,2011-03-01
75000000000 Челябинская область,1682,2012-03-01
75000000000 Челябинская область,2524,2013-03-01
75000000000 Челябинская область,1853,2014-03-01
75000000000 Челябинская область,1471,2015-03-01
75000000000 Челябинская область,1528,2016-03-01
75000000000 Челябинская область,1513,2017-03-01
75000000000 Челябинская область,1460,2018-03-01
75000000000 Челябинская область,1625,2019-03-01
75000000000 Челябинская область,1187,2020-03-01
75000000000 Челябинская область,2135,2006-04-01
75000000000 Челябинская область,2350,2007-04-01
75000000000 Челябинская область,1794,2008-04-01
75000000000 Челябинская область,2310,2009-04-01
75000000000 Челябинская область,2935,2010-04-01
75000000000 Челябинская область,2410,2011-04-01
75000000000 Челябинская область,2343,2012-04-01
75000000000 Челябинская область,1827,2013-04-01
75000000000 Челябинская область,2295,2014-04-01
75000000000 Челябинская область,2307,2015-04-01
75000000000 Челябинская область,1529,2016-04-01
75000000000 Челябинская область,1871,2017-04-01
75000000000 Челябинская область,1748,2018-04-01
75000000000 Челябинская область,1449,2019-04-01
75000000000 Челябинская область,900,2020-04-01
75000000000 Челябинская область,688,2006-05-01
75000000000 Челябинская область,652,2007-05-01
75000000000 Челябинская область,1127,2008-05-01
75000000000 Челябинская область,1016,2009-05-01
75000000000 Челябинская область,812,2010-05-01
75000000000 Челябинская область,872,2011-05-01
75000000000 Челябинская область,954,2012-05-01
75000000000 Челябинская область,1014,2013-05-01
75000000000 Челябинская область,1090,2014-05-01
75000000000 Челябинская область,939,2015-05-01
75000000000 Челябинская область,1047,2016-05-01
75000000000 Челябинская область,748,2017-05-01
75000000000 Челябинская область,780,2018-05-01
75000000000 Челябинская область,822,2019-05-01
75000000000 Челябинская область,302,2020-05-01
75000000000 Челябинская область,2752,2006-06-01
75000000000 Челябинская область,2876,2007-06-01
75000000000 Челябинская область,2779,2008-06-01
75000000000 Челябинская область,2846,2009-06-01
75000000000 Челябинская область,2895,2010-06-01
75000000000 Челябинская область,3211,2011-06-01
75000000000 Челябинская область,3511,2012-06-01
75000000000 Челябинская область,3595,2013-06-01
75000000000 Челябинская область,3329,2014-06-01
75000000000 Челябинская область,2807,2015-06-01
75000000000 Челябинская область,2817,2016-06-01
75000000000 Челябинская область,2661,2017-06-01
75000000000 Челябинская область,2557,2018-06-01
75000000000 Челябинская область,2500,2019-06-01
75000000000 Челябинская область,1670,2020-06-01
75000000000 Челябинская область,3301,2006-07-01
75000000000 Челябинская область,3606,2007-07-01
75000000000 Челябинская область,3154,2008-07-01
75000000000 Челябинская область,3457,2009-07-01
75000000000 Челябинская область,4171,2010-07-01
75000000000 Челябинская область,4279,2011-07-01
75000000000 Челябинская область,3876,2012-07-01
75000000000 Челябинская область,3753,2013-07-01
75000000000 Челябинская область,3523,2014-07-01
75000000000 Челябинская область,3348,2015-07-01
75000000000 Челябинская область,3501,2016-07-01
75000000000 Челябинская область,3989,2017-07-01
75000000000 Челябинская область,2831,2018-07-01
75000000000 Челябинская область,2823,2019-07-01
75000000000 Челябинская область,2444,2020-07-01
75000000000 Челябинская область,3629,2006-08-01
75000000000 Челябинская область,4074,2007-08-01
75000000000 Челябинская область,5234,2008-08-01
75000000000 Челябинская область,4186,2009-08-01
75000000000 Челябинская область,4107,2010-08-01
75000000000 Челябинская область,4137,2011-08-01
75000000000 Челябинская область,4412,2012-08-01
75000000000 Челябинская область,4989,2013-08-01
75000000000 Челябинская область,4667,2014-08-01
75000000000 Челябинская область,4136,2015-08-01
75000000000 Челябинская область,3272,2016-08-01
75000000000 Челябинская область,3413,2017-08-01
75000000000 Челябинская область,4027,2018-08-01
75000000000 Челябинская область,3384,2019-08-01
75000000000 Челябинская область,2915,2020-08-01
75000000000 Челябинская область,3846,2006-09-01
75000000000 Челябинская область,3885,2007-09-01
75000000000 Челябинская область,3291,2008-09-01
75000000000 Челябинская область,3353,2009-09-01
75000000000 Челябинская область,3489,2010-09-01
75000000000 Челябинская область,4285,2011-09-01
75000000000 Челябинская область,3893,2012-09-01
75000000000 Челябинская область,3759,2013-09-01
75000000000 Челябинская область,3239,2014-09-01
75000000000 Челябинская область,3101,2015-09-01
75000000000 Челябинская область,2559,2016-09-01
75000000000 Челябинская область,2985,2017-09-01
75000000000 Челябинская область,2602,2018-09-01
75000000000 Челябинская область,2472,2019-09-01
75000000000 Челябинская область,2171,2020-09-01
75000000000 Челябинская область,2351,2006-10-01
75000000000 Челябинская область,2455,2007-10-01
75000000000 Челябинская область,2790,2008-10-01
75000000000 Челябинская область,3015,2009-10-01
75000000000 Челябинская область,3184,2010-10-01
75000000000 Челябинская область,3102,2011-10-01
75000000000 Челябинская область,2378,2012-10-01
75000000000 Челябинская область,2485,2013-10-01
75000000000 Челябинская область,2427,2014-10-01
75000000000 Челябинская область,2350,2015-10-01
75000000000 Челябинская область,1958,2016-10-01
75000000000 Челябинская область,1792,2017-10-01
75000000000 Челябинская область,777,2018-10-01
75000000000 Челябинская область,1820,2019-10-01
75000000000 Челябинская область,1932,2020-10-01
75000000000 Челябинская область,2100,2006-11-01
75000000000 Челябинская область,2599,2007-11-01
75000000000 Челябинская область,2270,2008-11-01
75000000000 Челябинская область,2111,2009-11-01
75000000000 Челябинская область,1985,2010-11-01
75000000000 Челябинская область,2838,2011-11-01
75000000000 Челябинская область,2084,2012-11-01
75000000000 Челябинская область,2268,2013-11-01
75000000000 Челябинская область,2055,2014-11-01
75000000000 Челябинская область,1939,2015-11-01
75000000000 Челябинская область,1465,2016-11-01
75000000000 Челябинская область,1662,2017-11-01
75000000000 Челябинская область,871,2018-11-01
75000000000 Челябинская область,1748,2019-11-01
75000000000 Челябинская область,1256,2020-11-01
75000000000 Челябинская область,2221,2006-12-01
75000000000 Челябинская область,2938,2007-12-01
75000000000 Челябинская область,1790,2008-12-01
75000000000 Челябинская область,2178,2009-12-01
75000000000 Челябинская область,2184,2010-12-01
75000000000 Челябинская область,3021,2011-12-01
75000000000 Челябинская область,2454,2012-12-01
75000000000 Челябинская область,2102,2013-12-01
75000000000 Челябинская область,2093,2014-12-01
75000000000 Челябинская область,2382,2015-12-01
75000000000 Челябинская область,1440,2016-12-01
75000000000 Челябинская область,1856,2017-12-01
75000000000 Челябинская область,1068,2018-12-01
75000000000 Челябинская область,1778,2019-12-01
75000000000 Челябинская область,1297,2020-12-01
035 Сибирский федеральный округ,7760,2006-01-01
035 Сибирский федеральный округ,8434,2007-01-01
035 Сибирский федеральный округ,8406,2008-01-01
035 Сибирский федеральный округ,8999,2009-01-01
035 Сибирский федеральный округ,8373,2010-01-01
035 Сибирский федеральный округ,7739,2011-01-01
035 Сибирский федеральный округ,7908,2012-01-01
035 Сибирский федеральный округ,8107,2013-01-01
035 Сибирский федеральный округ,8293,2014-01-01
035 Сибирский федеральный округ,7702,2015-01-01
035 Сибирский федеральный округ,6360,2016-01-01
035 Сибирский федеральный округ,6978,2017-01-01
035 Сибирский федеральный округ,6725,2018-01-01
035 Сибирский федеральный округ,0,2019-01-01
035 Сибирский федеральный округ,,2020-01-01
035 Сибирский федеральный округ,8453,2006-02-01
035 Сибирский федеральный округ,9616,2007-02-01
035 Сибирский федеральный округ,9567,2008-02-01
035 Сибирский федеральный округ,10876,2009-02-01
035 Сибирский федеральный округ,9151,2010-02-01
035 Сибирский федеральный округ,9389,2011-02-01
035 Сибирский федеральный округ,9789,2012-02-01
035 Сибирский федеральный округ,9886,2013-02-01
035 Сибирский федеральный округ,10592,2014-02-01
035 Сибирский федеральный округ,9068,2015-02-01
035 Сибирский федеральный округ,7554,2016-02-01
035 Сибирский федеральный округ,8572,2017-02-01
035 Сибирский федеральный округ,7059,2018-02-01
035 Сибирский федеральный округ,0,2019-02-01
035 Сибирский федеральный округ,,2020-02-01
035 Сибирский федеральный округ,11762,2006-03-01
035 Сибирский федеральный округ,11984,2007-03-01
035 Сибирский федеральный округ,12951,2008-03-01
035 Сибирский федеральный округ,11009,2009-03-01
035 Сибирский федеральный округ,10172,2010-03-01
035 Сибирский федеральный округ,12131,2011-03-01
035 Сибирский федеральный округ,11297,2012-03-01
035 Сибирский федеральный округ,13974,2013-03-01
035 Сибирский федеральный округ,10822,2014-03-01
035 Сибирский федеральный округ,9029,2015-03-01
035 Сибирский федеральный округ,9178,2016-03-01
035 Сибирский федеральный округ,9913,2017-03-01
035 Сибирский федеральный округ,8940,2018-03-01
035 Сибирский федеральный округ,0,2019-03-01
035 Сибирский федеральный округ,,2020-03-01
035 Сибирский федеральный округ,12771,2006-04-01
035 Сибирский федеральный округ,14418,2007-04-01
035 Сибирский федеральный округ,12339,2008-04-01
035 Сибирский федеральный округ,13751,2009-04-01
035 Сибирский федеральный округ,16050,2010-04-01
035 Сибирский федеральный округ,13681,2011-04-01
035 Сибирский федеральный округ,13650,2012-04-01
035 Сибирский федеральный округ,11716,2013-04-01
035 Сибирский федеральный округ,12699,2014-04-01
035 Сибирский федеральный округ,11633,2015-04-01
035 Сибирский федеральный округ,9077,2016-04-01
035 Сибирский федеральный округ,10664,2017-04-01
035 Сибирский федеральный округ,9724,2018-04-01
035 Сибирский федеральный округ,0,2019-04-01
035 Сибирский федеральный округ,,2020-04-01
035 Сибирский федеральный округ,4743,2006-05-01
035 Сибирский федеральный округ,5215,2007-05-01
035 Сибирский федеральный округ,6408,2008-05-01
035 Сибирский федеральный округ,5824,2009-05-01
035 Сибирский федеральный округ,5221,2010-05-01
035 Сибирский федеральный округ,5594,2011-05-01
035 Сибирский федеральный округ,6324,2012-05-01
035 Сибирский федеральный округ,6210,2013-05-01
035 Сибирский федеральный округ,6512,2014-05-01
035 Сибирский федеральный округ,5394,2015-05-01
035 Сибирский федеральный округ,5124,2016-05-01
035 Сибирский федеральный округ,4954,2017-05-01
035 Сибирский федеральный округ,4943,2018-05-01
035 Сибирский федеральный округ,0,2019-05-01
035 Сибирский федеральный округ,,2020-05-01
035 Сибирский федеральный округ,16085,2006-06-01
035 Сибирский федеральный округ,17713,2007-06-01
035 Сибирский федеральный округ,16925,2008-06-01
035 Сибирский федеральный округ,17015,2009-06-01
035 Сибирский федеральный округ,17209,2010-06-01
035 Сибирский федеральный округ,18509,2011-06-01
035 Сибирский федеральный округ,19793,2012-06-01
035 Сибирский федеральный округ,19558,2013-06-01
035 Сибирский федеральный округ,17282,2014-06-01
035 Сибирский федеральный округ,15442,2015-06-01
035 Сибирский федеральный округ,15003,2016-06-01
035 Сибирский федеральный округ,15581,2017-06-01
035 Сибирский федеральный округ,14751,2018-06-01
035 Сибирский федеральный округ,0,2019-06-01
035 Сибирский федеральный округ,,2020-06-01
035 Сибирский федеральный округ,18160,2006-07-01
035 Сибирский федеральный округ,20891,2007-07-01
035 Сибирский федеральный округ,18719,2008-07-01
035 Сибирский федеральный округ,20816,2009-07-01
035 Сибирский федеральный округ,23458,2010-07-01
035 Сибирский федеральный округ,23703,2011-07-01
035 Сибирский федеральный округ,21420,2012-07-01
035 Сибирский федеральный округ,20771,2013-07-01
035 Сибирский федеральный округ,20523,2014-07-01
035 Сибирский федеральный округ,19960,2015-07-01
035 Сибирский федеральный округ,19229,2016-07-01
035 Сибирский федеральный округ,20711,2017-07-01
035 Сибирский федеральный округ,16056,2018-07-01
035 Сибирский федеральный округ,0,2019-07-01
035 Сибирский федеральный округ,,2020-07-01
035 Сибирский федеральный округ,21583,2006-08-01
035 Сибирский федеральный округ,23622,2007-08-01
035 Сибирский федеральный округ,27952,2008-08-01
035 Сибирский федеральный округ,23088,2009-08-01
035 Сибирский федеральный округ,22346,2010-08-01
035 Сибирский федеральный округ,23667,2011-08-01
035 Сибирский федеральный округ,24403,2012-08-01
035 Сибирский федеральный округ,25568,2013-08-01
035 Сибирский федеральный округ,23217,2014-08-01
035 Сибирский федеральный округ,20127,2015-08-01
035 Сибирский федеральный округ,17805,2016-08-01
035 Сибирский федеральный округ,18467,2017-08-01
035 Сибирский федеральный округ,19819,2018-08-01
035 Сибирский федеральный округ,0,2019-08-01
035 Сибирский федеральный округ,,2020-08-01
035 Сибирский федеральный округ,18991,2006-09-01
035 Сибирский федеральный округ,18915,2007-09-01
035 Сибирский федеральный округ,16725,2008-09-01
035 Сибирский федеральный округ,18323,2009-09-01
035 Сибирский федеральный округ,18575,2010-09-01
035 Сибирский федеральный округ,20537,2011-09-01
035 Сибирский федеральный округ,18922,2012-09-01
035 Сибирский федеральный округ,18454,2013-09-01
035 Сибирский федеральный округ,16974,2014-09-01
035 Сибирский федеральный округ,15568,2015-09-01
035 Сибирский федеральный округ,13887,2016-09-01
035 Сибирский федеральный округ,15354,2017-09-01
035 Сибирский федеральный округ,13455,2018-09-01
035 Сибирский федеральный округ,0,2019-09-01
035 Сибирский федеральный округ,,2020-09-01
035 Сибирский федеральный округ,13419,2006-10-01
035 Сибирский федеральный округ,14805,2007-10-01
035 Сибирский федеральный округ,14261,2008-10-01
035 Сибирский федеральный округ,15393,2009-10-01
035 Сибирский федеральный округ,16426,2010-10-01
035 Сибирский федеральный округ,16068,2011-10-01
035 Сибирский федеральный округ,14068,2012-10-01
035 Сибирский федеральный округ,14003,2013-10-01
035 Сибирский федеральный округ,13926,2014-10-01
035 Сибирский федеральный округ,12936,2015-10-01
035 Сибирский федеральный округ,10500,2016-10-01
035 Сибирский федеральный округ,10138,2017-10-01
035 Сибирский федеральный округ,5951,2018-10-01
035 Сибирский федеральный округ,,2019-10-01
035 Сибирский федеральный округ,,2020-10-01
035 Сибирский федеральный округ,12074,2006-11-01
035 Сибирский федеральный округ,15664,2007-11-01
035 Сибирский федеральный округ,12602,2008-11-01
035 Сибирский федеральный округ,12002,2009-11-01
035 Сибирский федеральный округ,12298,2010-11-01
035 Сибирский федеральный округ,16608,2011-11-01
035 Сибирский федеральный округ,12572,2012-11-01
035 Сибирский федеральный округ,13020,2013-11-01
035 Сибирский федеральный округ,11343,2014-11-01
035 Сибирский федеральный округ,10859,2015-11-01
035 Сибирский федеральный округ,8646,2016-11-01
035 Сибирский федеральный округ,9581,2017-11-01
035 Сибирский федеральный округ,0,2018-11-01
035 Сибирский федеральный округ,,2019-11-01
035 Сибирский федеральный округ,,2020-11-01
035 Сибирский федеральный округ,13324,2006-12-01
035 Сибирский федеральный округ,17847,2007-12-01
035 Сибирский федеральный округ,11291,2008-12-01
035 Сибирский федеральный округ,13187,2009-12-01
035 Сибирский федеральный округ,13012,2010-12-01
035 Сибирский федеральный округ,17663,2011-12-01
035 Сибирский федеральный округ,13882,2012-12-01
035 Сибирский федеральный округ,12528,2013-12-01
035 Сибирский федеральный округ,12523,2014-12-01
035 Сибирский федеральный округ,14441,2015-12-01
035 Сибирский федеральный округ,8957,2016-12-01
035 Сибирский федеральный округ,10762,2017-12-01
035 Сибирский федеральный округ,0,2018-12-01
035 Сибирский федеральный округ,,2019-12-01
035 Сибирский федеральный округ,,2020-12-01
036 Дальневосточный федеральный округ,2459,2006-01-01
036 Дальневосточный федеральный округ,2741,2007-01-01
036 Дальневосточный федеральный округ,2700,2008-01-01
036 Дальневосточный федеральный округ,2828,2009-01-01
036 Дальневосточный федеральный округ,2804,2010-01-01
036 Дальневосточный федеральный округ,2694,2011-01-01
036 Дальневосточный федеральный округ,2674,2012-01-01
036 Дальневосточный федеральный округ,2605,2013-01-01
036 Дальневосточный федеральный округ,2801,2014-01-01
036 Дальневосточный федеральный округ,2542,2015-01-01
036 Дальневосточный федеральный округ,2274,2016-01-01
036 Дальневосточный федеральный округ,2413,2017-01-01
036 Дальневосточный федеральный округ,2179,2018-01-01
036 Дальневосточный федеральный округ,0,2019-01-01
036 Дальневосточный федеральный округ,,2020-01-01
036 Дальневосточный федеральный округ,3114,2006-02-01
036 Дальневосточный федеральный округ,3215,2007-02-01
036 Дальневосточный федеральный округ,3328,2008-02-01
036 Дальневосточный федеральный округ,3762,2009-02-01
036 Дальневосточный федеральный округ,3444,2010-02-01
036 Дальневосточный федеральный округ,3354,2011-02-01
036 Дальневосточный федеральный округ,3456,2012-02-01
036 Дальневосточный федеральный округ,3336,2013-02-01
036 Дальневосточный федеральный округ,3884,2014-02-01
036 Дальневосточный федеральный округ,3455,2015-02-01
036 Дальневосточный федеральный округ,2717,2016-02-01
036 Дальневосточный федеральный округ,3042,2017-02-01
036 Дальневосточный федеральный округ,2635,2018-02-01
036 Дальневосточный федеральный округ,0,2019-02-01
036 Дальневосточный федеральный округ,,2020-02-01
036 Дальневосточный федеральный округ,4139,2006-03-01
036 Дальневосточный федеральный округ,4139,2007-03-01
036 Дальневосточный федеральный округ,4362,2008-03-01
036 Дальневосточный федеральный округ,3786,2009-03-01
036 Дальневосточный федеральный округ,3797,2010-03-01
036 Дальневосточный федеральный округ,4202,2011-03-01
036 Дальневосточный федеральный округ,4084,2012-03-01
036 Дальневосточный федеральный округ,4668,2013-03-01
036 Дальневосточный федеральный округ,3982,2014-03-01
036 Дальневосточный федеральный округ,3262,2015-03-01
036 Дальневосточный федеральный округ,3134,2016-03-01
036 Дальневосточный федеральный округ,3633,2017-03-01
036 Дальневосточный федеральный округ,3440,2018-03-01
036 Дальневосточный федеральный округ,0,2019-03-01
036 Дальневосточный федеральный округ,,2020-03-01
036 Дальневосточный федеральный округ,4662,2006-04-01
036 Дальневосточный федеральный округ,4744,2007-04-01
036 Дальневосточный федеральный округ,4527,2008-04-01
036 Дальневосточный федеральный округ,4887,2009-04-01
036 Дальневосточный федеральный округ,5660,2010-04-01
036 Дальневосточный федеральный округ,5092,2011-04-01
036 Дальневосточный федеральный округ,4840,2012-04-01
036 Дальневосточный федеральный округ,4363,2013-04-01
036 Дальневосточный федеральный округ,4788,2014-04-01
036 Дальневосточный федеральный округ,4525,2015-04-01
036 Дальневосточный федеральный округ,3704,2016-04-01
036 Дальневосточный федеральный округ,3911,2017-04-01
036 Дальневосточный федеральный округ,3676,2018-04-01
036 Дальневосточный федеральный округ,0,2019-04-01
036 Дальневосточный федеральный округ,,2020-04-01
036 Дальневосточный федеральный округ,1714,2006-05-01
036 Дальневосточный федеральный округ,1840,2007-05-01
036 Дальневосточный федеральный округ,2255,2008-05-01
036 Дальневосточный федеральный округ,2109,2009-05-01
036 Дальневосточный федеральный округ,2019,2010-05-01
036 Дальневосточный федеральный округ,2077,2011-05-01
036 Дальневосточный федеральный округ,2074,2012-05-01
036 Дальневосточный федеральный округ,2125,2013-05-01
036 Дальневосточный федеральный округ,2510,2014-05-01
036 Дальневосточный федеральный округ,2117,2015-05-01
036 Дальневосточный федеральный округ,1959,2016-05-01
036 Дальневосточный федеральный округ,1905,2017-05-01
036 Дальневосточный федеральный округ,1915,2018-05-01
036 Дальневосточный федеральный округ,0,2019-05-01
036 Дальневосточный федеральный округ,,2020-05-01
036 Дальневосточный федеральный округ,5325,2006-06-01
036 Дальневосточный федеральный округ,5649,2007-06-01
036 Дальневосточный федеральный округ,5351,2008-06-01
036 Дальневосточный федеральный округ,5578,2009-06-01
036 Дальневосточный федеральный округ,5626,2010-06-01
036 Дальневосточный федеральный округ,5757,2011-06-01
036 Дальневосточный федеральный округ,6177,2012-06-01
036 Дальневосточный федеральный округ,6131,2013-06-01
036 Дальневосточный федеральный округ,5778,2014-06-01
036 Дальневосточный федеральный округ,5237,2015-06-01
036 Дальневосточный федеральный округ,4908,2016-06-01
036 Дальневосточный федеральный округ,4910,2017-06-01
036 Дальневосточный федеральный округ,4916,2018-06-01
036 Дальневосточный федеральный округ,0,2019-06-01
036 Дальневосточный федеральный округ,,2020-06-01
036 Дальневосточный федеральный округ,5408,2006-07-01
036 Дальневосточный федеральный округ,6275,2007-07-01
036 Дальневосточный федеральный округ,5402,2008-07-01
